CENSUS TRACT,COUNTY,COMMUNITY IMPACT SCORE,,
"Census Tract 4034.01, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4034.02, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4035.01, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4035.02, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4036.01, Delaware County, Pennsylvania",Delaware,2.5,,
"Census Tract 4036.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4037.01, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4037.02, Delaware County, Pennsylvania",Delaware,3.5,,
"Census Tract 4038, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4039.01, Delaware County, Pennsylvania",Delaware,2.5,,
"Census Tract 4039.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4040.03, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4040.04, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4041.01, Delaware County, Pennsylvania",Delaware,3.5,,
"Census Tract 4041.02, Delaware County, Pennsylvania",Delaware,3,,
"Census Tract 4041.03, Delaware County, Pennsylvania",Delaware,3,,
"Census Tract 4043, Delaware County, Pennsylvania",Delaware,3,,
"Census Tract 4044, Delaware County, Pennsylvania",Delaware,3,,
"Census Tract 4045, Delaware County, Pennsylvania",Delaware,4.5,,
"Census Tract 4046, Delaware County, Pennsylvania",Delaware,3,,
"Census Tract 4047, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4048, Delaware County, Pennsylvania",Delaware,4,,
"Census Tract 4049, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4050, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4051, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4052, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4053, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4054, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4061, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4062.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4062.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4063, Delaware County, Pennsylvania",Delaware,4.5,,
"Census Tract 4064.01, Delaware County, Pennsylvania",Delaware,2.5,,
"Census Tract 4064.02, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4065, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4066, Delaware County, Pennsylvania",Delaware,4,,
"Census Tract 4067, Delaware County, Pennsylvania",Delaware,3.5,,
"Census Tract 4068.01, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4068.02, Delaware County, Pennsylvania",Delaware,2.5,,
"Census Tract 4068.03, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4069.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4069.03, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4069.04, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4070, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4071.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4071.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4072.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4072.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4074.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4074.04, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4075.01, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4075.02, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4076, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4077, Delaware County, Pennsylvania",Delaware,3,,
"Census Tract 4078.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4078.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4078.03, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4078.04, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4078.05, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4078.06, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4079.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4079.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4079.03, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4080.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4080.02, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4081.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4081.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4081.03, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4083, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4084, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4085, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4086, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4087, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4088, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4089, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4090, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4091, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4092, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4093, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4094, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4095, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4096.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4096.02, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4097.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4097.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4098.02, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4098.03, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4099.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4099.03, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4099.04, Delaware County, Pennsylvania",Delaware,1.5,,
"Census Tract 4100, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4101, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4102, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4103.01, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4103.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4104, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4105, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4106.01, Delaware County, Pennsylvania",Delaware,2,,
"Census Tract 4106.02, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 4107, Delaware County, Pennsylvania",Delaware,5,,
"Census Tract 4108, Delaware County, Pennsylvania",Delaware,1,,
"Census Tract 9501, Elk County, Pennsylvania",Elk,2,,
"Census Tract 9502, Elk County, Pennsylvania",Elk,2,,
"Census Tract 9504, Elk County, Pennsylvania",Elk,3.5,,
"Census Tract 9505, Elk County, Pennsylvania",Elk,3,,
"Census Tract 9509, Elk County, Pennsylvania",Elk,2,,
"Census Tract 9510, Elk County, Pennsylvania",Elk,2,,
"Census Tract 9511, Elk County, Pennsylvania",Elk,3,,
"Census Tract 9512, Elk County, Pennsylvania",Elk,3,,
"Census Tract 9513, Elk County, Pennsylvania",Elk,3,,
"Census Tract 1, Erie County, Pennsylvania",Erie,5,,
"Census Tract 10, Erie County, Pennsylvania",Erie,4,,
"Census Tract 101.01, Erie County, Pennsylvania",Erie,2,,
"Census Tract 101.03, Erie County, Pennsylvania",Erie,2,,
"Census Tract 101.04, Erie County, Pennsylvania",Erie,1,,
"Census Tract 101.07, Erie County, Pennsylvania",Erie,3,,
"Census Tract 102.01, Erie County, Pennsylvania",Erie,2,,
"Census Tract 102.02, Erie County, Pennsylvania",Erie,2.5,,
"Census Tract 103.01, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 103.03, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 103.04, Erie County, Pennsylvania",Erie,1,,
"Census Tract 104, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 105, Erie County, Pennsylvania",Erie,3,,
"Census Tract 107, Erie County, Pennsylvania",Erie,2,,
"Census Tract 108, Erie County, Pennsylvania",Erie,1,,
"Census Tract 109.02, Erie County, Pennsylvania",Erie,2.5,,
"Census Tract 109.03, Erie County, Pennsylvania",Erie,1,,
"Census Tract 109.04, Erie County, Pennsylvania",Erie,1,,
"Census Tract 11, Erie County, Pennsylvania",Erie,3,,
"Census Tract 110.01, Erie County, Pennsylvania",Erie,3,,
"Census Tract 110.02, Erie County, Pennsylvania",Erie,2,,
"Census Tract 111.01, Erie County, Pennsylvania",Erie,2,,
"Census Tract 111.02, Erie County, Pennsylvania",Erie,1,,
"Census Tract 112.01, Erie County, Pennsylvania",Erie,1,,
"Census Tract 112.02, Erie County, Pennsylvania",Erie,1,,
"Census Tract 113, Erie County, Pennsylvania",Erie,2,,
"Census Tract 114, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 115.03, Erie County, Pennsylvania",Erie,2,,
"Census Tract 115.05, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 115.07, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 116, Erie County, Pennsylvania",Erie,3,,
"Census Tract 117.01, Erie County, Pennsylvania",Erie,2,,
"Census Tract 117.02, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 118.01, Erie County, Pennsylvania",Erie,1,,
"Census Tract 118.02, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 119, Erie County, Pennsylvania",Erie,3,,
"Census Tract 12, Erie County, Pennsylvania",Erie,5,,
"Census Tract 120.01, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 120.02, Erie County, Pennsylvania",Erie,3,,
"Census Tract 121, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 122.01, Erie County, Pennsylvania",Erie,1.5,,
"Census Tract 122.02, Erie County, Pennsylvania",Erie,4,,
"Census Tract 123, Erie County, Pennsylvania",Erie,2,,
"Census Tract 124, Erie County, Pennsylvania",Erie,2,,
"Census Tract 13, Erie County, Pennsylvania",Erie,5,,
"Census Tract 14, Erie County, Pennsylvania",Erie,5,,
"Census Tract 15, Erie County, Pennsylvania",Erie,4.5,,
"Census Tract 16, Erie County, Pennsylvania",Erie,2,,
"Census Tract 17, Erie County, Pennsylvania",Erie,4,,
"Census Tract 18, Erie County, Pennsylvania",Erie,4.5,,
"Census Tract 19, Erie County, Pennsylvania",Erie,5,,
"Census Tract 2, Erie County, Pennsylvania",Erie,2,,
"Census Tract 20, Erie County, Pennsylvania",Erie,3.5,,
"Census Tract 21, Erie County, Pennsylvania",Erie,1,,
"Census Tract 22, Erie County, Pennsylvania",Erie,2,,
"Census Tract 23, Erie County, Pennsylvania",Erie,3,,
"Census Tract 24, Erie County, Pennsylvania",Erie,3.5,,
"Census Tract 25, Erie County, Pennsylvania",Erie,3.5,,
"Census Tract 26, Erie County, Pennsylvania",Erie,2,,
"Census Tract 27, Erie County, Pennsylvania",Erie,2,,
"Census Tract 28, Erie County, Pennsylvania",Erie,2,,
"Census Tract 29, Erie County, Pennsylvania",Erie,1,,
"Census Tract 3, Erie County, Pennsylvania",Erie,4.5,,
"Census Tract 30, Erie County, Pennsylvania",Erie,3,,
"Census Tract 4, Erie County, Pennsylvania",Erie,5,,
"Census Tract 5, Erie County, Pennsylvania",Erie,4.5,,
"Census Tract 6, Erie County, Pennsylvania",Erie,4.5,,
"Census Tract 7, Erie County, Pennsylvania",Erie,5,,
"Census Tract 8, Erie County, Pennsylvania",Erie,5,,
"Census Tract 9, Erie County, Pennsylvania",Erie,4.5,,
"Census Tract 2601, Fayette County, Pennsylvania",Fayette,2.5,,
"Census Tract 2602, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2603, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2604.01, Fayette County, Pennsylvania",Fayette,1.5,,
"Census Tract 2604.02, Fayette County, Pennsylvania",Fayette,1.5,,
"Census Tract 2605, Fayette County, Pennsylvania",Fayette,2.5,,
"Census Tract 2606, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2607, Fayette County, Pennsylvania",Fayette,3.5,,
"Census Tract 2608, Fayette County, Pennsylvania",Fayette,4,,
"Census Tract 2609, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2610, Fayette County, Pennsylvania",Fayette,1,,
"Census Tract 2611, Fayette County, Pennsylvania",Fayette,1.5,,
"Census Tract 2612, Fayette County, Pennsylvania",Fayette,4,,
"Census Tract 2613, Fayette County, Pennsylvania",Fayette,1,,
"Census Tract 2614.01, Fayette County, Pennsylvania",Fayette,3,,
"Census Tract 2614.02, Fayette County, Pennsylvania",Fayette,3,,
"Census Tract 2615, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2616, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2617, Fayette County, Pennsylvania",Fayette,3,,
"Census Tract 2618, Fayette County, Pennsylvania",Fayette,3,,
"Census Tract 2619, Fayette County, Pennsylvania",Fayette,4.5,,
"Census Tract 2620, Fayette County, Pennsylvania",Fayette,1.5,,
"Census Tract 2621, Fayette County, Pennsylvania",Fayette,3,,
"Census Tract 2622, Fayette County, Pennsylvania",Fayette,3.5,,
"Census Tract 2623, Fayette County, Pennsylvania",Fayette,4.5,,
"Census Tract 2624, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2625, Fayette County, Pennsylvania",Fayette,2.5,,
"Census Tract 2626, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2627.01, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2627.02, Fayette County, Pennsylvania",Fayette,2.5,,
"Census Tract 2628, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2629, Fayette County, Pennsylvania",Fayette,2.5,,
"Census Tract 2630, Fayette County, Pennsylvania",Fayette,3,,
"Census Tract 2631, Fayette County, Pennsylvania",Fayette,2,,
"Census Tract 2632, Fayette County, Pennsylvania",Fayette,3,,
"Census Tract 2633, Fayette County, Pennsylvania",Fayette,3,,
"Census Tract 5301, Forest County, Pennsylvania",Forest,2,,
"Census Tract 5302.01, Forest County, Pennsylvania",Forest,2.5,,
"Census Tract 5303, Forest County, Pennsylvania",Forest,2.5,,
"Census Tract 101, Franklin County, Pennsylvania",Franklin,3,,
"Census Tract 102, Franklin County, Pennsylvania",Franklin,2,,
"Census Tract 103, Franklin County, Pennsylvania",Franklin,2.5,,
"Census Tract 104, Franklin County, Pennsylvania",Franklin,1.5,,
"Census Tract 105, Franklin County, Pennsylvania",Franklin,2.5,,
"Census Tract 106, Franklin County, Pennsylvania",Franklin,1,,
"Census Tract 107, Franklin County, Pennsylvania",Franklin,2,,
"Census Tract 108, Franklin County, Pennsylvania",Franklin,2.5,,
"Census Tract 109, Franklin County, Pennsylvania",Franklin,3,,
"Census Tract 110, Franklin County, Pennsylvania",Franklin,5,,
"Census Tract 111, Franklin County, Pennsylvania",Franklin,3,,
"Census Tract 112, Franklin County, Pennsylvania",Franklin,4.5,,
"Census Tract 113.01, Franklin County, Pennsylvania",Franklin,2,,
"Census Tract 113.02, Franklin County, Pennsylvania",Franklin,2,,
"Census Tract 114, Franklin County, Pennsylvania",Franklin,1.5,,
"Census Tract 115, Franklin County, Pennsylvania",Franklin,3.5,,
"Census Tract 116, Franklin County, Pennsylvania",Franklin,2,,
"Census Tract 117, Franklin County, Pennsylvania",Franklin,2,,
"Census Tract 118, Franklin County, Pennsylvania",Franklin,3.5,,
"Census Tract 119, Franklin County, Pennsylvania",Franklin,1,,
"Census Tract 120, Franklin County, Pennsylvania",Franklin,2,,
"Census Tract 121, Franklin County, Pennsylvania",Franklin,1.5,,
"Census Tract 122, Franklin County, Pennsylvania",Franklin,4,,
"Census Tract 123, Franklin County, Pennsylvania",Franklin,4.5,,
"Census Tract 124, Franklin County, Pennsylvania",Franklin,4,,
"Census Tract 125.01, Franklin County, Pennsylvania",Franklin,1,,
"Census Tract 125.02, Franklin County, Pennsylvania",Franklin,3,,
"Census Tract 9601, Fulton County, Pennsylvania",Fulton,3,,
"Census Tract 9602, Fulton County, Pennsylvania",Fulton,2.5,,
"Census Tract 9603, Fulton County, Pennsylvania",Fulton,2,,
"Census Tract 9701, Greene County, Pennsylvania",Greene,3,,
"Census Tract 9702, Greene County, Pennsylvania",Greene,2,,
"Census Tract 9703, Greene County, Pennsylvania",Greene,2,,
"Census Tract 9704, Greene County, Pennsylvania",Greene,2,,
"Census Tract 9705.01, Greene County, Pennsylvania",Greene,2,,
"Census Tract 9705.02, Greene County, Pennsylvania",Greene,2,,
"Census Tract 9706, Greene County, Pennsylvania",Greene,4.5,,
"Census Tract 9707, Greene County, Pennsylvania",Greene,2,,
"Census Tract 9708, Greene County, Pennsylvania",Greene,2,,
"Census Tract 9501, Huntingdon County, Pennsylvania",Huntingdon,2,,
"Census Tract 9502, Huntingdon County, Pennsylvania",Huntingdon,1.5,,
"Census Tract 9503, Huntingdon County, Pennsylvania",Huntingdon,2,,
"Census Tract 9504, Huntingdon County, Pennsylvania",Huntingdon,4,,
"Census Tract 9505, Huntingdon County, Pennsylvania",Huntingdon,2,,
"Census Tract 9506, Huntingdon County, Pennsylvania",Huntingdon,2,,
"Census Tract 9508, Huntingdon County, Pennsylvania",Huntingdon,2,,
"Census Tract 9509, Huntingdon County, Pennsylvania",Huntingdon,4.5,,
"Census Tract 9510, Huntingdon County, Pennsylvania",Huntingdon,2.5,,
"Census Tract 9511, Huntingdon County, Pennsylvania",Huntingdon,2,,
"Census Tract 9512, Huntingdon County, Pennsylvania",Huntingdon,2,,
"Census Tract 9513, Huntingdon County, Pennsylvania",Huntingdon,2,,
"Census Tract 9601, Indiana County, Pennsylvania",Indiana,2.5,,
"Census Tract 9602, Indiana County, Pennsylvania",Indiana,2.5,,
"Census Tract 9603, Indiana County, Pennsylvania",Indiana,2,,
"Census Tract 9604, Indiana County, Pennsylvania",Indiana,2,,
"Census Tract 9605, Indiana County, Pennsylvania",Indiana,2,,
"Census Tract 9606, Indiana County, Pennsylvania",Indiana,1.5,,
"Census Tract 9607, Indiana County, Pennsylvania",Indiana,3,,
"Census Tract 9608, Indiana County, Pennsylvania",Indiana,2,,
"Census Tract 9609, Indiana County, Pennsylvania",Indiana,3,,
"Census Tract 9610, Indiana County, Pennsylvania",Indiana,3.5,,
"Census Tract 9611.01, Indiana County, Pennsylvania",Indiana,4.5,,
"Census Tract 9611.02, Indiana County, Pennsylvania",Indiana,4,,
"Census Tract 9612, Indiana County, Pennsylvania",Indiana,3.5,,
"Census Tract 9613, Indiana County, Pennsylvania",Indiana,2.5,,
"Census Tract 9614, Indiana County, Pennsylvania",Indiana,1.5,,
"Census Tract 9615, Indiana County, Pennsylvania",Indiana,1.5,,
"Census Tract 9616, Indiana County, Pennsylvania",Indiana,2,,
"Census Tract 9617, Indiana County, Pennsylvania",Indiana,3,,
"Census Tract 9618, Indiana County, Pennsylvania",Indiana,2,,
"Census Tract 9619, Indiana County, Pennsylvania",Indiana,2,,
"Census Tract 9620, Indiana County, Pennsylvania",Indiana,3,,
"Census Tract 9621, Indiana County, Pennsylvania",Indiana,3.5,,
"Census Tract 9622, Indiana County, Pennsylvania",Indiana,2,,
"Census Tract 9501, Jefferson County, Pennsylvania",Jefferson,3,,
"Census Tract 9502, Jefferson County, Pennsylvania",Jefferson,2.5,,
